,Name,Category,priceElement,ZipCode,QueryCategory
0, Asia Grill,RestaurantsFamily Style RestaurantsAsian Restaurants,$,61771,restaurant
1, Dixon's Seafood Shoppe,RestaurantsSeafood RestaurantsFish & Seafood Markets,,61771,restaurant
2, Mike's Garage,RestaurantsAutomobile Parts & SuppliesAutomobile Air Conditioning Equipment,,61771,restaurant
3, Paparazzi,RestaurantsItalian Restaurants,$$,61771,restaurant
4, China Star,RestaurantsChinese RestaurantsAsian Restaurants,$,61771,restaurant
5, The Flame Family Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,61771,restaurant
6, Uncle Tom's Pancake House,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61771,restaurant
7, Cardinal Restaurant Group,RestaurantsFamily Style Restaurants,,61771,restaurant
8, Biscuits & Gravy,RestaurantsAmerican Restaurants,,61771,restaurant
9, Green Garden Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,,61771,restaurant
10, Sue's Place Inc,RestaurantsBarbecue RestaurantsBars,,61771,restaurant
11, Didley's Place,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61771,restaurant
12, Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,61771,restaurant
13, Common Grounds Cafe & Pie Shop,RestaurantsCoffee ShopsCoffee & Tea,,61771,restaurant
14, Woody's Family Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61771,restaurant
15, Busy Corner,RestaurantsCoffee ShopsAmerican Restaurants,,61771,restaurant
16, Lake Road Inn,RestaurantsAmerican RestaurantsBars,,61771,restaurant
17, Carlock Family Restaurant,RestaurantsFamily Style RestaurantsAmerican Restaurants,,61771,restaurant
18, Green Gables,RestaurantsAmerican RestaurantsBars,,61771,restaurant
19, MrBeast Burger,RestaurantsAmerican RestaurantsLatin American Restaurants,,61771,restaurant
20, Dave's Country Kitchen,RestaurantsAmerican Restaurants,,61771,restaurant
21,Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61771,restaurant
22,Miners Dream Family Restaurant,RestaurantsFamily Style Restaurants,,61771,restaurant
23,Peking Garden,RestaurantsChinese Restaurants,,61771,restaurant
24,Michael's Italian Feast,RestaurantsItalian RestaurantsMediterranean Restaurants,,61771,restaurant
25,Cornerstone Family Restaurant,RestaurantsCoffee ShopsFamily Style Restaurants,$,61771,restaurant
26,Giovanni's Pizza,RestaurantsPizzaItalian Restaurants,$$,61771,restaurant
27,Woody's Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61771,restaurant
28,Java Café,RestaurantsCoffee & Espresso RestaurantsAmerican Restaurants,,61771,restaurant
29,Secor Saloon,RestaurantsTavernsBars,,61771,restaurant
30, Delhei's Place,Restaurants,,61760,restaurant
31, Falcon Food & Spirit,RestaurantsPizza,,61760,restaurant
32, Susy's Place,Restaurants,,61760,restaurant
33, Pizza Hut,RestaurantsPizzaTake Out Restaurants,,61760,restaurant
34, MrBeast Burger,Restaurants,,61760,restaurant
35, Gold Dust Diner,Restaurants,,61760,restaurant
36, Asia Grill,RestaurantsFamily Style RestaurantsAsian Restaurants,$,61760,restaurant
37, Dixon's Seafood Shoppe,RestaurantsSeafood RestaurantsFish & Seafood Markets,,61760,restaurant
38, Mike's Garage,RestaurantsAutomobile Parts & SuppliesAutomobile Air Conditioning Equipment,,61760,restaurant
39, Paparazzi,RestaurantsItalian Restaurants,$$,61760,restaurant
40, Sicily Pizza,RestaurantsItalian RestaurantsPizza,$,61760,restaurant
41, Green Garden Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,,61760,restaurant
42, Giovanni's Pizza,RestaurantsPizzaItalian Restaurants,$$,61760,restaurant
43, Woody's Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61760,restaurant
44, Common Grounds Cafe & Pie Shop,RestaurantsCoffee ShopsCoffee & Tea,,61760,restaurant
45, Java Café,RestaurantsCoffee & Espresso RestaurantsAmerican Restaurants,,61760,restaurant
46, Dave's Country Kitchen,RestaurantsAmerican Restaurants,,61760,restaurant
47, Miners Dream Family Restaurant,RestaurantsFamily Style Restaurants,,61760,restaurant
48, Suds,RestaurantsBarbecue RestaurantsBars,$,61760,restaurant
49, Steve's Boardwalk Tap,RestaurantsAmerican RestaurantsBars,,61760,restaurant
50, Mona's Italian Foods,RestaurantsItalian RestaurantsTake Out Restaurants,,61760,restaurant
51,Capponi's Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61760,restaurant
52,MrBeast Burger,RestaurantsAmerican RestaurantsLatin American Restaurants,,61760,restaurant
53,Cunninham Candies,RestaurantsCandy & Confectionery,,61760,restaurant
54,Pop's Sweet Shop,RestaurantsCandy & Confectionery,$,61760,restaurant
55,Petri's Pour House,RestaurantsTavernsBars,$,61760,restaurant
56,Subway,RestaurantsFast Food RestaurantsSandwich Shops,,61760,restaurant
57,Pop's Sweet Shop,RestaurantsSoda Fountain Shops,,61760,restaurant
58,Joe's Pizza,RestaurantsPizzaDelicatessens,$,61760,restaurant
59,Woody's Family Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61760,restaurant
60, Michael's Italian Feast,RestaurantsItalian RestaurantsPizza,$,61742,restaurant
61, Eli's,RestaurantsCoffee ShopsCoffee & Espresso Restaurants,$$,61742,restaurant
62, Schooner's of Morton,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61742,restaurant
63, Cracker Barrel Old Country Store,RestaurantsAmerican RestaurantsGift Shops,$$,61742,restaurant
64, Dreamer's Bar & Grill,RestaurantsBarbecue RestaurantsBars,,61742,restaurant
65, Paddy O'Flaherty's,RestaurantsAmerican RestaurantsBars,,61742,restaurant
66, Monical's Pizza,RestaurantsPizzaCaterers,$,61742,restaurant
67, Dac's Smokehouse Morton,RestaurantsAmerican RestaurantsBarbecue Restaurants,,61742,restaurant
68, Aunt Ginny's Cafe,RestaurantsAmerican RestaurantsTake Out Restaurants,,61742,restaurant
69, Aunt Dena's Bakery,RestaurantsAmerican RestaurantsDessert Restaurants,$$,61742,restaurant
70, Mike's Garage,RestaurantsAutomobile Parts & SuppliesAutomobile Air Conditioning Equipment,,61742,restaurant
71, Kep's Sports Bar & Grill,RestaurantsAmerican RestaurantsBars,,61742,restaurant
72, Bernardi's Restaurant,RestaurantsAmerican RestaurantsBars,$,61742,restaurant
73, Pizza Ranch,RestaurantsPizzaBuffet Restaurants,$,61742,restaurant
74, La Fiesta,RestaurantsMexican RestaurantsBar & Grills,$$,61742,restaurant
75, Mackinaw Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61742,restaurant
76, Carlock Family Restaurant,RestaurantsFamily Style RestaurantsAmerican Restaurants,,61742,restaurant
77, Hometown Electric,RestaurantsBuffet RestaurantsAmerican Restaurants,,61742,restaurant
78, Meyer Don & Peggy,RestaurantsBarbecue RestaurantsBars,,61742,restaurant
79, River Roadhouse,RestaurantsBarbecue RestaurantsBars,$,61742,restaurant
80, Blacksmith Steak House,RestaurantsSteak Houses,$$,61742,restaurant
81,Haynes on Main,RestaurantsAmerican RestaurantsBars,$$,61742,restaurant
82,MrBeast Burger,RestaurantsAmerican RestaurantsLatin American Restaurants,,61742,restaurant
83,Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61742,restaurant
84,Peking Garden,RestaurantsChinese Restaurants,,61742,restaurant
85,Michael's Italian Feast,RestaurantsItalian RestaurantsMediterranean Restaurants,,61742,restaurant
86,Cornerstone Family Restaurant,RestaurantsCoffee ShopsFamily Style Restaurants,$,61742,restaurant
87,The Barn III Dinner Theatre and Event Center,RestaurantsDinner TheatersTheatres,,61742,restaurant
88,Subway,RestaurantsFast Food RestaurantsTake Out Restaurants,,61742,restaurant
89,Busy Corner,RestaurantsCoffee ShopsAmerican Restaurants,,61742,restaurant
90, Fort Jesse Cafe,RestaurantsCoffee & Espresso RestaurantsCoffee Shops,$$,61738,restaurant
91, Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,61738,restaurant
92, Kelly's On 66,RestaurantsAmerican RestaurantsBars,,61738,restaurant
93, Woody's Family Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61738,restaurant
94, Mandarin Garden House,RestaurantsAsian RestaurantsChinese Restaurants,$$,61738,restaurant
95, Dave's Country Kitchen,RestaurantsAmerican Restaurants,,61738,restaurant
96, Miners Dream Family Restaurant,RestaurantsFamily Style Restaurants,,61738,restaurant
97, NowTheyDeliver.com,RestaurantsTake Out RestaurantsPizza,,61738,restaurant
98, Lake Road Inn,RestaurantsAmerican RestaurantsBars,,61738,restaurant
99, Green Gables,RestaurantsAmerican RestaurantsBars,,61738,restaurant
100, Green Garden Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,,61738,restaurant
101, Common Grounds Cafe & Pie Shop,RestaurantsCoffee ShopsCoffee & Tea,,61738,restaurant
102, Topsy’s Tavern,RestaurantsTavernsBars,,61738,restaurant
103, Topsy's Bar & Grill,RestaurantsBar & GrillsBars,,61738,restaurant
104, Hardee's,RestaurantsFast Food RestaurantsHamburgers & Hot Dogs,$,61738,restaurant
105, Subway,RestaurantsFast Food RestaurantsSandwich Shops,,61738,restaurant
106, McDonald's,RestaurantsFast Food RestaurantsHamburgers & Hot Dogs,,61738,restaurant
107, Dairy Queen Grill & Chill,RestaurantsFast Food RestaurantsHamburgers & Hot Dogs,$,61738,restaurant
108, The Olive Branch,Restaurants,,61738,restaurant
109, The Landing Cafe,Restaurants,$,61738,restaurant
110, Thymeless Cafe,RestaurantsCoffee & Espresso RestaurantsCoffee Shops,,61738,restaurant
111,Monical's Pizza,RestaurantsPizzaCaterers,$$,61738,restaurant
112,El Paso Mexican Restaurant,RestaurantsMexican Restaurants,,61738,restaurant
113,Casey's Carryout Pizza,RestaurantsPizza,,61738,restaurant
114,The Alley,Restaurants,,61738,restaurant
115,Java Eats & Sweets,RestaurantsCoffee Shops,,61738,restaurant
116,Ruths Garden Tea Room,Restaurants,,61738,restaurant
117,Giovanni's Pizza,RestaurantsPizzaItalian Restaurants,$$,61738,restaurant
118,Woody's Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61738,restaurant
119,Java Café,RestaurantsCoffee & Espresso RestaurantsAmerican Restaurants,,61738,restaurant
120, Schooner's of Morton,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61729,restaurant
121, Giovanni's Pizza,RestaurantsPizzaItalian Restaurants,$$,61729,restaurant
122, Woody's Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61729,restaurant
123, Medici in Normal,RestaurantsAmerican RestaurantsFamily Style Restaurants,$$,61729,restaurant
124, Swingers Grille,RestaurantsBarbecue RestaurantsTake Out Restaurants,$$,61729,restaurant
125, Dreamer's Bar & Grill,RestaurantsBarbecue RestaurantsBars,,61729,restaurant
126, Avanti's Italian Restaurant,RestaurantsItalian RestaurantsPizza,$,61729,restaurant
127, Cracker Barrel Old Country Store,RestaurantsAmerican RestaurantsFamily Style Restaurants,,61729,restaurant
128, Paddy O'Flaherty's,RestaurantsAmerican RestaurantsBars,,61729,restaurant
129, Firehouse Pizza & Pub,RestaurantsPizzaTake Out Restaurants,$$,61729,restaurant
130, Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,61729,restaurant
131, Buffalo Wild Wings,RestaurantsChicken RestaurantsTake Out Restaurants,$$,61729,restaurant
132, Java Café,RestaurantsCoffee & Espresso RestaurantsAmerican Restaurants,,61729,restaurant
133, Dac's Smokehouse Morton,RestaurantsAmerican RestaurantsBarbecue Restaurants,,61729,restaurant
134, Aunt Ginny's Cafe,RestaurantsAmerican RestaurantsTake Out Restaurants,,61729,restaurant
135, Noodles & Company,RestaurantsAsian Restaurants,$,61729,restaurant
136, Fiesta Ranchera Mexican Restaurant,RestaurantsTake Out RestaurantsMexican Restaurants,$$,61729,restaurant
137, Kep's Sports Bar & Grill,RestaurantsAmerican RestaurantsBars,,61729,restaurant
138, Country Pride,RestaurantsAmerican Restaurants,,61729,restaurant
139, Mackinaw Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61729,restaurant
140, Meyer Don & Peggy,RestaurantsBarbecue RestaurantsBars,,61729,restaurant
141,River Roadhouse,RestaurantsBarbecue RestaurantsBars,$,61729,restaurant
142,Haynes on Main,RestaurantsAmerican RestaurantsBars,$$,61729,restaurant
143,Peking Garden,RestaurantsChinese Restaurants,,61729,restaurant
144,Cornerstone Family Restaurant,RestaurantsCoffee ShopsFamily Style Restaurants,$,61729,restaurant
145,MrBeast Burger,RestaurantsAmerican RestaurantsLatin American Restaurants,,61729,restaurant
146,Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61729,restaurant
147,Michael's Italian Feast,RestaurantsItalian RestaurantsMediterranean Restaurants,,61729,restaurant
148,Carlock Family Restaurant,RestaurantsFamily Style RestaurantsAmerican Restaurants,,61729,restaurant
149,Busy Corner,RestaurantsCoffee ShopsAmerican Restaurants,,61729,restaurant
150, Country Kitchen,RestaurantsHome Cooking RestaurantsAmerican Restaurants,,61561,restaurant
151, Dreamer's Bar & Grill,RestaurantsBarbecue RestaurantsBars,,61561,restaurant
152, Monical's Pizza,RestaurantsPizzaCaterers,$,61561,restaurant
153, Michael's Italian Feast,RestaurantsItalian RestaurantsCaterers,$,61561,restaurant
154, Midway Duck Inn,RestaurantsAmerican RestaurantsBars,,61561,restaurant
155, Aunt Dena's Bakery,RestaurantsAmerican RestaurantsDessert Restaurants,$$,61561,restaurant
156, Kep's Sports Bar & Grill,RestaurantsAmerican RestaurantsBars,,61561,restaurant
157, Bernardi's Restaurant,RestaurantsAmerican RestaurantsBars,$,61561,restaurant
158, Woody's Family Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61561,restaurant
159, Sicily Pizza,RestaurantsItalian RestaurantsPizza,$,61561,restaurant
160, Giovanni's Pizza,RestaurantsPizzaItalian Restaurants,$$,61561,restaurant
161, Woody's Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61561,restaurant
162, Java Café,RestaurantsCoffee & Espresso RestaurantsAmerican Restaurants,,61561,restaurant
163, The Flame Family Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,61561,restaurant
164, Biscuits & Gravy,RestaurantsAmerican Restaurants,,61561,restaurant
165, Sue's Place Inc,RestaurantsBarbecue RestaurantsBars,,61561,restaurant
166, Didley's Place,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61561,restaurant
167, Michael's Italian Feast,RestaurantsItalian RestaurantsMediterranean Restaurants,,61561,restaurant
168, Cornerstone Family Restaurant,RestaurantsCoffee ShopsFamily Style Restaurants,$,61561,restaurant
169, MrBeast Burger,RestaurantsAmerican RestaurantsLatin American Restaurants,,61561,restaurant
170, Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61561,restaurant
171,Peking Garden,RestaurantsChinese Restaurants,,61561,restaurant
172,Caleri's Cafe & Bakery,RestaurantsBakeriesCoffee Shops,$,61561,restaurant
173,Corner Pub,RestaurantsTavernsBars,,61561,restaurant
174,The Pizza Place,RestaurantsPizza,$$,61561,restaurant
175,Doc's Diner,Restaurants,,61561,restaurant
176,Hill Top Diner Hill Top Diner,Restaurants,,61561,restaurant
177,The Point,Restaurants,,61561,restaurant
178,Dave's Country Kitchen,RestaurantsAmerican Restaurants,,61561,restaurant
179,Miners Dream Family Restaurant,RestaurantsFamily Style Restaurants,,61561,restaurant
180, Monical's Pizza,RestaurantsPizzaCaterers,$,61548,restaurant
181, Aunt Dena's Bakery,RestaurantsAmerican RestaurantsDessert Restaurants,$$,61548,restaurant
182, Kep's Sports Bar & Grill,RestaurantsAmerican RestaurantsBars,,61548,restaurant
183, Bernardi's Restaurant,RestaurantsAmerican RestaurantsBars,$,61548,restaurant
184, China Buffet,RestaurantsChinese Restaurants,,61548,restaurant
185, Hanover's Pub,RestaurantsBrew PubsBars,,61548,restaurant
186, H-N-H Tap,RestaurantsBar & GrillsBars,,61548,restaurant
187, Metamora Fields Golf Club,RestaurantsGolf CoursesWedding Reception Locations & Services,,61548,restaurant
188, Pizza Hut,RestaurantsPizzaFast Food Restaurants,,61548,restaurant
189, Subway,RestaurantsFast Food RestaurantsSandwich Shops,,61548,restaurant
190, McDonald's,RestaurantsFast Food RestaurantsHamburgers & Hot Dogs,,61548,restaurant
191, Charley's Grilled Subs,RestaurantsSandwich ShopsAmerican Restaurants,,61548,restaurant
192, Geo's Pizza,RestaurantsPizzaTake Out Restaurants,$$,61548,restaurant
193, Fillsubs Inc,RestaurantsDelicatessens,,61548,restaurant
194, Joe Brews Espresso,RestaurantsCoffee ShopsCoffee & Tea,,61548,restaurant
195, Casey's Carryout Pizza,RestaurantsPizza,,61548,restaurant
196, Alamer Inc,Restaurants,,61548,restaurant
197, Aztekita,RestaurantsMexican Restaurants,,61548,restaurant
198, Art's Tamales,RestaurantsMexican Restaurants,,61548,restaurant
199, Dairy Queen,Restaurants,,61548,restaurant
200, The Flame Family Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,61548,restaurant
201,Biscuits & Gravy,RestaurantsAmerican Restaurants,,61548,restaurant
202,Buttermilk Cafe,RestaurantsAmerican Restaurants,$,61548,restaurant
203,Germantown Grille,RestaurantsAmerican RestaurantsBar & Grills,$,61548,restaurant
204,Sue's Place Inc,RestaurantsBarbecue RestaurantsBars,,61548,restaurant
205,Didley's Place,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61548,restaurant
206,Kouri's Grille & Bar,RestaurantsBarbecue RestaurantsBars,,61548,restaurant
207,Country Kitchen,RestaurantsHome Cooking RestaurantsAmerican Restaurants,,61548,restaurant
208,China Garden,RestaurantsChinese RestaurantsCaterers,$,61548,restaurant
209,Michael's Italian Feast,RestaurantsItalian RestaurantsCaterers,$,61548,restaurant
210, China Buffet,RestaurantsChinese Restaurants,,61545,restaurant
211, Twisters,RestaurantsBarbecue RestaurantsBars,,61545,restaurant
212, Lacon Cantina,RestaurantsMexican RestaurantsBars,,61545,restaurant
213, Zoomiez on the Water,RestaurantsBarbecue RestaurantsBars,,61545,restaurant
214, Miners Dream Family Restaurant,RestaurantsFamily Style Restaurants,,61545,restaurant
215, Buttermilk Cafe,RestaurantsAmerican Restaurants,$,61545,restaurant
216, Germantown Grille,RestaurantsAmerican RestaurantsBar & Grills,$,61545,restaurant
217, Kouri's Grille & Bar,RestaurantsBarbecue RestaurantsBars,,61545,restaurant
218, Country Kitchen,RestaurantsHome Cooking RestaurantsAmerican Restaurants,,61545,restaurant
219, China Garden,RestaurantsChinese RestaurantsCaterers,$,61545,restaurant
220, Michael's Italian Feast,RestaurantsItalian RestaurantsCaterers,$,61545,restaurant
221, Cornerstone Family Restaurant,RestaurantsCoffee ShopsFamily Style Restaurants,$,61545,restaurant
222, The Pizza Peel,RestaurantsPizzaCaterers,$$,61545,restaurant
223, Mr. Mike's Place,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61545,restaurant
224, MrBeast Burger,RestaurantsAmerican RestaurantsLatin American Restaurants,,61545,restaurant
225, The Flame Family Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,61545,restaurant
226, Lagondola Spaghetti House,RestaurantsItalian RestaurantsTake Out Restaurants,,61545,restaurant
227, Bananas,RestaurantsAmerican RestaurantsBars,,61545,restaurant
228, Sue's Place Inc,RestaurantsBarbecue RestaurantsBars,,61545,restaurant
229, Tim & Shelly's 2nd St Bar,RestaurantsBarbecue RestaurantsBars,,61545,restaurant
230, Haylomoon Restaurant,RestaurantsTake Out RestaurantsFamily Style Restaurants,$$,61545,restaurant
231,Grecian Garden Restaurant,RestaurantsAmerican RestaurantsGreek Restaurants,$$,61545,restaurant
232,Little Land of Candy N' More,RestaurantsAmerican Restaurants,$,61545,restaurant
233,Triple Dipple's Treats & Delicacies,RestaurantsAmerican Restaurants,,61545,restaurant
234,Di's Downtown,RestaurantsBar & Grills,,61545,restaurant
235,Happy Thought Coffee,RestaurantsCoffee & Espresso RestaurantsAmerican Restaurants,,61545,restaurant
236,Sicily Pizza,RestaurantsItalian RestaurantsPizza,$,61545,restaurant
237,Biscuits & Gravy,RestaurantsAmerican Restaurants,,61545,restaurant
238,Didley's Place,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61545,restaurant
239,Midway Duck Inn,RestaurantsAmerican RestaurantsBars,,61545,restaurant
240, Vito's Pizza Italian Restauran,RestaurantsPizzaItalian Restaurants,,61530,restaurant
241, China Tasty House,RestaurantsChinese Restaurants,$,61530,restaurant
242, Katy T's,RestaurantsBarbecue RestaurantsBars,,61530,restaurant
243, Biscuits & Gravy,RestaurantsAmerican Restaurants,,61530,restaurant
244, Miners Dream Family Restaurant,RestaurantsFamily Style Restaurants,,61530,restaurant
245, Hometown Electric,RestaurantsBuffet RestaurantsAmerican Restaurants,,61530,restaurant
246, Blue Margarita,RestaurantsBarbecue RestaurantsMexican Restaurants,$,61530,restaurant
247, Blacksmith Steak House,RestaurantsSteak Houses,$$,61530,restaurant
248, Michael's Italian Feast,RestaurantsItalian RestaurantsPizza,$,61530,restaurant
249, Sue's Place Inc,RestaurantsBarbecue RestaurantsBars,,61530,restaurant
250, Didley's Place,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61530,restaurant
251, Dreamer's Bar & Grill,RestaurantsBarbecue RestaurantsBars,,61530,restaurant
252, Aunt Dena's Bakery,RestaurantsAmerican RestaurantsDessert Restaurants,$$,61530,restaurant
253, Kep's Sports Bar & Grill,RestaurantsAmerican RestaurantsBars,,61530,restaurant
254, MrBeast Burger,RestaurantsAmerican RestaurantsLatin American Restaurants,,61530,restaurant
255, Busy Corner,RestaurantsCoffee ShopsAmerican Restaurants,,61530,restaurant
256, Caleri's Cafe & Bakery,RestaurantsBakeriesCoffee Shops,,61530,restaurant
257, Chanticleer,RestaurantsCaterers,$$,61530,restaurant
258, The Bowling Alley,RestaurantsBowlingBars,,61530,restaurant
259, Subway,RestaurantsFast Food RestaurantsTake Out Restaurants,,61530,restaurant
260, Hardee's,RestaurantsFast Food RestaurantsHamburgers & Hot Dogs,$,61530,restaurant
261,Pizza Hut,RestaurantsPizzaFast Food Restaurants,,61530,restaurant
262,The Dugout,Restaurants,,61530,restaurant
263,Za Za Steak and Lemonade,Restaurants,$,61530,restaurant
264,Mika's Coffee House,RestaurantsCoffee & Espresso RestaurantsCoffee Shops,$,61530,restaurant
265,Delicath Stephen,RestaurantsDelicatessens,,61530,restaurant
266,Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61530,restaurant
267,Peking Garden,RestaurantsChinese Restaurants,,61530,restaurant
268,Michael's Italian Feast,RestaurantsItalian RestaurantsMediterranean Restaurants,,61530,restaurant
269,Cornerstone Family Restaurant,RestaurantsCoffee ShopsFamily Style Restaurants,$,61530,restaurant
270, Pop's Sweet Shop,RestaurantsSoda Fountain Shops,,61516,restaurant
271, The Point,Restaurants,,61516,restaurant
272, Hill Top Diner Hill Top Diner,Restaurants,,61516,restaurant
273, Joe's Pizza,RestaurantsPizzaDelicatessens,$,61516,restaurant
274, Asia Grill,RestaurantsFamily Style RestaurantsAsian Restaurants,$,61516,restaurant
275, Dixon's Seafood Shoppe,RestaurantsSeafood RestaurantsFish & Seafood Markets,,61516,restaurant
276, Mike's Garage,RestaurantsAutomobile Parts & SuppliesAutomobile Air Conditioning Equipment,,61516,restaurant
277, Paparazzi,RestaurantsItalian Restaurants,$$,61516,restaurant
278, The Flame Family Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,61516,restaurant
279, Biscuits & Gravy,RestaurantsAmerican Restaurants,,61516,restaurant
280, Suds,RestaurantsBarbecue RestaurantsBars,$,61516,restaurant
281, Green Garden Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,,61516,restaurant
282, Sue's Place Inc,RestaurantsBarbecue RestaurantsBars,,61516,restaurant
283, Didley's Place,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61516,restaurant
284, Michael's Italian Feast,RestaurantsItalian RestaurantsMediterranean Restaurants,,61516,restaurant
285, Common Grounds Cafe & Pie Shop,RestaurantsCoffee ShopsCoffee & Tea,,61516,restaurant
286, Mona's Italian Foods,RestaurantsItalian RestaurantsTake Out Restaurants,,61516,restaurant
287, Capponi's Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61516,restaurant
288, Cornerstone Family Restaurant,RestaurantsCoffee ShopsFamily Style Restaurants,$,61516,restaurant
289, Sicily Pizza,RestaurantsItalian RestaurantsPizza,$,61516,restaurant
290, Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61516,restaurant
291,Peking Garden,RestaurantsChinese Restaurants,,61516,restaurant
292,Giovanni's Pizza,RestaurantsPizzaItalian Restaurants,$$,61516,restaurant
293,Woody's Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61516,restaurant
294,Java Café,RestaurantsCoffee & Espresso RestaurantsAmerican Restaurants,,61516,restaurant
295,MrBeast Burger,RestaurantsAmerican RestaurantsLatin American Restaurants,,61516,restaurant
296,Dave's Country Kitchen,RestaurantsAmerican Restaurants,,61516,restaurant
297,Miners Dream Family Restaurant,RestaurantsFamily Style Restaurants,,61516,restaurant
298,Woody's Family Restaurant,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61516,restaurant
299,A J's Lounge,RestaurantsTavernsBar & Grills,,61516,restaurant
300, Rocky's Bar & Grill,RestaurantsBarbecue RestaurantsBars,$,61132,restaurant
301, Rick's Ribs,RestaurantsBarbecue Restaurants,,61132,restaurant
302, Joe's Casa di Amici,RestaurantsItalian RestaurantsSeafood Restaurants,$$,61132,restaurant
303, House of India Restaurant,RestaurantsIndian RestaurantsCaterers,$$,61132,restaurant
304, Potato Shak,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61132,restaurant
305, Pho Square Viennese Restaurant,RestaurantsVietnamese RestaurantsAsian Restaurants,$,61132,restaurant
306, Aero Ale House,RestaurantsAmerican RestaurantsBars,$$,61132,restaurant
307, Big Papa,RestaurantsBarbecue RestaurantsCaterers,$$,61132,restaurant
308, Pug Dog's Diner,RestaurantsAmerican RestaurantsDelicatessens,,61132,restaurant
309, Utopia Family Restaurant,RestaurantsFamily Style Restaurants,,61132,restaurant
310, Gill's Diner,RestaurantsAmerican RestaurantsCoffee Shops,$,61132,restaurant
311, Big Papas Barbecue,RestaurantsBarbecue Restaurants,,61132,restaurant
312, Waffle Shop Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61132,restaurant
313, 640 Meats,RestaurantsAmerican RestaurantsSteak Houses,$$,61132,restaurant
314, Beef-A-Roo,RestaurantsTake Out RestaurantsAmerican Restaurants,$,61132,restaurant
315, Rosati's Pizza,RestaurantsPizzaItalian Restaurants,$$,61132,restaurant
316, Backyard Grill & Bar,RestaurantsAmerican RestaurantsBars,$$,61132,restaurant
317, Ritchie's Smokin' BBQ,RestaurantsBarbecue RestaurantsCaterers,$$,61132,restaurant
318, Sam's Ristorante & Pizzeria,RestaurantsItalian RestaurantsCaterers,$$,61132,restaurant
319, Nunzio's Restaurant,RestaurantsItalian RestaurantsPizza,$$,61132,restaurant
320, Tommy James Supper Club,RestaurantsAmerican Restaurants,,61132,restaurant
321,Catch Fish & Chicken,RestaurantsChicken RestaurantsAmerican Restaurants,$$,61132,restaurant
322,Happy Wok,RestaurantsChinese RestaurantsAsian Restaurants,,61132,restaurant
323,Golden Chopsticks Buffet,RestaurantsSushi BarsAsian Restaurants,$,61132,restaurant
324,Riverside Family Restaurant,RestaurantsFamily Style Restaurants,,61132,restaurant
