,Name,Category,priceElement,ZipCode,QueryCategory
19239, Green Gables,RestaurantsAmerican RestaurantsBars,,61728,restaurant
19240,Diner 24,RestaurantsAmerican RestaurantsTake Out Restaurants,,61728,restaurant
19241,Avanti's Italian Restaurant,RestaurantsFood & Beverage ConsultantsFamily Style Restaurants,$,61728,restaurant
19242,Country Kettle,RestaurantsAmerican RestaurantsBanquet Halls & Reception Facilities,$,61728,restaurant
19243,Mandarin Garden House,RestaurantsAsian RestaurantsChinese Restaurants,$$,61728,restaurant
19244,Kelly's On 66,RestaurantsAmerican RestaurantsBars,,61728,restaurant
19245,NowTheyDeliver.com,RestaurantsTake Out RestaurantsPizza,,61728,restaurant
19246,Bumper's Pub,RestaurantsBars,,61728,restaurant
19247,Casey's,RestaurantsPizza,,61728,restaurant
19248,Colfax Bar and Grill,RestaurantsBarbecue RestaurantsBar & Grills,$,61728,restaurant
19249, China Kitchen,RestaurantsChinese RestaurantsAsian Restaurants,,61726,restaurant
19250, David's Food & Spirits,RestaurantsAmerican RestaurantsBars,,61726,restaurant
19251, Wild Willie's,RestaurantsBarbecue Restaurants,$,61726,restaurant
19252, Wing Street,RestaurantsAmerican RestaurantsTake Out Restaurants,,61726,restaurant
19253, New China Inn,RestaurantsChinese RestaurantsTake Out Restaurants,$,61726,restaurant
19254, Pontiac Family Kitchen,RestaurantsAmerican Restaurants,$,61726,restaurant
19255, Old Log Cabin Inn,RestaurantsCoffee ShopsAmerican Restaurants,$,61726,restaurant
19256, Edinger's Filling Station,RestaurantsCoffee ShopsAmerican Restaurants,$,61726,restaurant
19257, Mario's Pizza,RestaurantsPizzaItalian Restaurants,$$,61726,restaurant
19258, Lost In Time Inc,RestaurantsAmerican RestaurantsSandwich Shops,$$,61726,restaurant
19259, Elliott's Corner Junction,RestaurantsBarbecue RestaurantsBars,$,61726,restaurant
19260, Pontiac Buffet,RestaurantsChinese RestaurantsAsian Restaurants,$,61726,restaurant
19261, Apple Tree Cafe & Coffee Bar,RestaurantsCoffee & Espresso RestaurantsCoffee Shops,$,61726,restaurant
19262, Diner 24,RestaurantsAmerican RestaurantsTake Out Restaurants,,61726,restaurant
19263, Lola's Homestyle Filipino Cooking,RestaurantsFilipino RestaurantsTake Out Restaurants,,61726,restaurant
19264, Delongs' Casual Dining & Spirits,RestaurantsAmerican RestaurantsCaterers,$,61726,restaurant
19265, Bernardi's II Restaurant,RestaurantsItalian RestaurantsAmerican Restaurants,$$,61726,restaurant
19266, Cafe Fontana,RestaurantsItalian RestaurantsBars,$$,61726,restaurant
19267, NowTheyDeliver.com,RestaurantsTake Out RestaurantsPizza,,61726,restaurant
19268, Green Garden Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,,61726,restaurant
19269, Kelly's On 66,RestaurantsAmerican RestaurantsBars,,61726,restaurant
19270,Common Grounds Cafe & Pie Shop,RestaurantsCoffee ShopsCoffee & Tea,,61726,restaurant
19271,Seasons 52,RestaurantsBar & GrillsAmerican Restaurants,,61726,restaurant
19272,Brown Jug,RestaurantsBarsBrew Pubs,,61726,restaurant
19273,Subway,RestaurantsFast Food RestaurantsTake Out Restaurants,,61726,restaurant
19274,McDonald's,RestaurantsFast Food RestaurantsHamburgers & Hot Dogs,$$$$,61726,restaurant
19275,Pizzas by Marchelloni,Restaurants,$$,61726,restaurant
19276,Kruzers Pizza & Bar,RestaurantsPizza,$,61726,restaurant
19277,Farpley Co,Restaurants,,61726,restaurant
19278,Chenoa Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,,61726,restaurant
19279, Destihl Restaurant & Brew Works,RestaurantsAmerican RestaurantsBars,$$,61725,restaurant
19280, Ozark House Restaurant,RestaurantsAmerican RestaurantsSteak Houses,$$,61725,restaurant
19281, Chuck E. Cheese,RestaurantsPizzaParty Planning,$,61725,restaurant
19282, Anju Above,RestaurantsSushi BarsJapanese Restaurants,$$,61725,restaurant
19283, Giordano's,RestaurantsPizzaItalian Restaurants,$,61725,restaurant
19284, Country Kitchen,RestaurantsHome Cooking RestaurantsAmerican Restaurants,,61725,restaurant
19285, China Star,RestaurantsChinese RestaurantsAsian Restaurants,$,61725,restaurant
19286, Busy Corner,RestaurantsCoffee ShopsAmerican Restaurants,,61725,restaurant
19287, NowTheyDeliver.com,RestaurantsTake Out RestaurantsPizza,,61725,restaurant
19288, Uncle Tom's Pancake House,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61725,restaurant
19289, Lake Road Inn,RestaurantsAmerican RestaurantsBars,,61725,restaurant
19290, Garden of Paradise,RestaurantsAmerican Restaurants,,61725,restaurant
19291, Eric’s Too Family Restaurant and Lounge,RestaurantsAmerican RestaurantsMexican Restaurants,,61725,restaurant
19292, Cousins Restaurant,RestaurantsFamily Style Restaurants,$$,61725,restaurant
19293, Blono Pizza,RestaurantsPizzaAmerican Restaurants,$,61725,restaurant
19294, Cardinal Restaurant Group,RestaurantsFamily Style Restaurants,,61725,restaurant
19295, Brewe-Ha's,RestaurantsAmerican Restaurants,$,61725,restaurant
19296, Coffeehouse & Deli,RestaurantsAmerican RestaurantsDelicatessens,$,61725,restaurant
19297, Medici in Normal,RestaurantsAmerican RestaurantsFamily Style Restaurants,$$,61725,restaurant
19298, Swingers Grille,RestaurantsBarbecue RestaurantsTake Out Restaurants,$$,61725,restaurant
19299, Avanti's Italian Restaurant,RestaurantsItalian RestaurantsPizza,$,61725,restaurant
19300,Cracker Barrel Old Country Store,RestaurantsAmerican RestaurantsFamily Style Restaurants,,61725,restaurant
19301,Firehouse Pizza & Pub,RestaurantsPizzaTake Out Restaurants,$$,61725,restaurant
19302,Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,61725,restaurant
19303,Green Gables,RestaurantsAmerican RestaurantsBars,,61725,restaurant
19304,Buffalo Wild Wings,RestaurantsChicken RestaurantsTake Out Restaurants,$$,61725,restaurant
19305,Noodles & Company,RestaurantsAsian Restaurants,$,61725,restaurant
19306,Fiesta Ranchera Mexican Restaurant,RestaurantsTake Out RestaurantsMexican Restaurants,$$,61725,restaurant
19307,Country Pride,RestaurantsAmerican Restaurants,,61725,restaurant
19308,Carlock Family Restaurant,RestaurantsFamily Style RestaurantsAmerican Restaurants,,61725,restaurant
19309, Rusty's Elliott Cafe,RestaurantsCoffee ShopsAmerican Restaurants,,61724,restaurant
19310, Bluefish Cafe,RestaurantsSeafood RestaurantsAmerican Restaurants,,61724,restaurant
19311, Avanti's Italian Restaurant,RestaurantsFood & Beverage ConsultantsFamily Style Restaurants,$,61724,restaurant
19312, Woody's Family Restaurant,RestaurantsFamily Style Restaurants,$$,61724,restaurant
19313, Bobo's Barbecue,RestaurantsBarbecue RestaurantsCaterers,,61724,restaurant
19314, The Wok,RestaurantsChinese Restaurants,,61724,restaurant
19315, Woody's 50's Dinner,RestaurantsBuffet RestaurantsAmerican Restaurants,$,61724,restaurant
19316," Millie's Chill & Grill,",RestaurantsAmerican Restaurants,,61724,restaurant
19317, Mahomet Family Restaurant,RestaurantsAmerican RestaurantsFamily Style Restaurants,$,61724,restaurant
19318, Jack's Cafe,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61724,restaurant
19319, Monical's Pizza,RestaurantsPizzaTake Out Restaurants,$$,61724,restaurant
19320, Filippo's Pizza & Italian Food,RestaurantsPizzaTake Out Restaurants,$,61724,restaurant
19321, Project 47 Smokehouse,RestaurantsAmerican RestaurantsBars,,61724,restaurant
19322, Peking House,RestaurantsAsian RestaurantsChinese Restaurants,,61724,restaurant
19323, NowTheyDeliver.com,RestaurantsTake Out RestaurantsPizza,,61724,restaurant
19324, Jay's Place,RestaurantsBarbecue RestaurantsBars,,61724,restaurant
19325, Sandtrap,RestaurantsBarbecue RestaurantsBar & Grills,,61724,restaurant
19326, Woody's 50'S Diner,RestaurantsFamily Style Restaurants,,61724,restaurant
19327, Blue Star Family Restaurant,RestaurantsFamily Style RestaurantsItalian Restaurants,$,61724,restaurant
19328, Roma Ralph's Pizza,RestaurantsPizzaItalian Restaurants,,61724,restaurant
19329, The Golden Egg Pancake House,RestaurantsAmerican Restaurants,,61724,restaurant
19330,El Rodeo's Mexican American Restaurant,RestaurantsFamily Style Restaurants,,61724,restaurant
19331,Vianna Yang Chinese Cuisine,RestaurantsChinese RestaurantsAsian Restaurants,,61724,restaurant
19332,Hen House Family Restaurant,RestaurantsFamily Style Restaurants,$,61724,restaurant
19333,Bayern Stube Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$$,61724,restaurant
19334,Country Kettle,RestaurantsAmerican RestaurantsBanquet Halls & Reception Facilities,$,61724,restaurant
19335,Chophouse on Main,RestaurantsAmerican RestaurantsVegetarian Restaurants,,61724,restaurant
19336,Imo's Cafe,RestaurantsAmerican Restaurants,$$,61724,restaurant
19337,The Fish Wagon,RestaurantsSeafood Restaurants,,61724,restaurant
19338,Lions Den Cafe,RestaurantsCoffee Shops,$,61724,restaurant
19339, Southstream Seafood,RestaurantsSeafood Restaurants,,61722,restaurant
19340, Caffe Italia,RestaurantsCoffee & Espresso RestaurantsTake Out Restaurants,$$,61722,restaurant
19341, Cj's Restaurant & Catering,RestaurantsPizzaTake Out Restaurants,,61722,restaurant
19342, Egg Republic,"RestaurantsAmerican RestaurantsBreakfast, Brunch & Lunch Restaurants",,61722,restaurant
19343, Hacienda Leon,RestaurantsMexican RestaurantsBars,,61722,restaurant
19344, Biaggi's - Bloomington,RestaurantsItalian RestaurantsTake Out Restaurants,,61722,restaurant
19345, Ancho & Agave,RestaurantsMexican RestaurantsAmerican Restaurants,,61722,restaurant
19346, Rob Dob's Restaurant & Bar,RestaurantsBarbecue RestaurantsBars,,61722,restaurant
19347, Buffalo Wild Wings,RestaurantsChicken RestaurantsTake Out Restaurants,$$,61722,restaurant
19348, Avanti's Italian Restaurant,RestaurantsFood & Beverage ConsultantsFamily Style Restaurants,$,61722,restaurant
19349, Mandarin Garden House,RestaurantsAsian RestaurantsChinese Restaurants,$$,61722,restaurant
19350, Baxters American Grille,RestaurantsAmerican RestaurantsBars,$$,61722,restaurant
19351, Jay's Place,RestaurantsBarbecue RestaurantsBars,,61722,restaurant
19352, Sandtrap,RestaurantsBarbecue RestaurantsBar & Grills,,61722,restaurant
19353, Woody's 50'S Diner,RestaurantsFamily Style Restaurants,,61722,restaurant
19354, Imo's Cafe,RestaurantsAmerican Restaurants,$$,61722,restaurant
19355, The Fish Wagon,RestaurantsSeafood Restaurants,,61722,restaurant
19356, Old Town Tap & Restaurant,RestaurantsAmerican RestaurantsBars,,61722,restaurant
19357, The Golden Egg Pancake House,RestaurantsAmerican Restaurants,,61722,restaurant
19358, El Rodeo's Mexican American Restaurant,RestaurantsFamily Style Restaurants,,61722,restaurant
19359, Vianna Yang Chinese Cuisine,RestaurantsChinese RestaurantsAsian Restaurants,,61722,restaurant
19360,Bayern Stube Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$$,61722,restaurant
19361,Country Kettle,RestaurantsAmerican RestaurantsBanquet Halls & Reception Facilities,$,61722,restaurant
19362,NowTheyDeliver.com,RestaurantsTake Out RestaurantsPizza,,61722,restaurant
19363,Colfax Bar and Grill,RestaurantsBarbecue RestaurantsBar & Grills,$,61722,restaurant
19364,Woody's Family Restaurant,RestaurantsFamily Style Restaurants,$$,61722,restaurant
19365,Woody's 50's Dinner,RestaurantsBuffet RestaurantsAmerican Restaurants,$,61722,restaurant
19366,"Millie's Chill & Grill,",RestaurantsAmerican Restaurants,,61722,restaurant
19367,Roma Ralph's Pizza,RestaurantsPizzaItalian Restaurants,,61722,restaurant
19368,Jack's Cafe,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61722,restaurant
19369, Hot Wok Express,RestaurantsFood & Beverage ConsultantsGrocers-Ethnic Foods,$,61720,restaurant
19370, Burgers and Beer,RestaurantsHamburgers & Hot DogsBrew Pubs,$$,61720,restaurant
19371, Bavaria Sausage Inc,RestaurantsSausagesGift Baskets,,61720,restaurant
19372, Triple H Cafe,RestaurantsTake Out Restaurants,,61720,restaurant
19373, Fiesta Ranchera Mexican Restaurant,RestaurantsMexican Restaurants,,61720,restaurant
19374, Harvest Twin Drive in,Restaurants,,61720,restaurant
19375, Falck Hughes Inc,RestaurantsCoffee & Espresso RestaurantsCoffee Shops,,61720,restaurant
19376, D G Sullivan's,Restaurants,,61720,restaurant
19377, Harmony Korean BBQ,RestaurantsTake Out RestaurantsBars,,61720,restaurant
19378, El Merendero,RestaurantsMexican Restaurants,,61720,restaurant
19379, Blue Star Cafe,RestaurantsCoffee Shops,$,61720,restaurant
19380, Downtown Cafe,Restaurants,,61720,restaurant
19381, Monical's Pizza,RestaurantsPizzaTake Out Restaurants,$$,61720,restaurant
19382, Los Caminos,Restaurants,$,61720,restaurant
19383, Harvest Table Diner,RestaurantsCoffee Shops,,61720,restaurant
19384, The Howard G Buffett,RestaurantsBuffet Restaurants,,61720,restaurant
19385, Casey's,RestaurantsPizza,,61720,restaurant
19386, Dixon's Seafood Shoppe,RestaurantsSeafood RestaurantsFish & Seafood Markets,,61720,restaurant
19387, Avanti's Italian Restaurant,RestaurantsFood & Beverage ConsultantsFamily Style Restaurants,$,61720,restaurant
19388, Mandarin Garden House,RestaurantsAsian RestaurantsChinese Restaurants,$$,61720,restaurant
19389, Rusty's Elliott Cafe,RestaurantsCoffee ShopsAmerican Restaurants,,61720,restaurant
19390,Bluefish Cafe,RestaurantsSeafood RestaurantsAmerican Restaurants,,61720,restaurant
19391,NowTheyDeliver.com,RestaurantsTake Out RestaurantsPizza,,61720,restaurant
19392,Sandtrap,RestaurantsBarbecue RestaurantsBar & Grills,,61720,restaurant
19393,Jay's Place,RestaurantsBarbecue RestaurantsBars,,61720,restaurant
19394,El Rodeo's Mexican American Restaurant,RestaurantsFamily Style Restaurants,,61720,restaurant
19395,Vianna Yang Chinese Cuisine,RestaurantsChinese RestaurantsAsian Restaurants,,61720,restaurant
19396,Bayern Stube Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$$,61720,restaurant
19397,Country Kettle,RestaurantsAmerican RestaurantsBanquet Halls & Reception Facilities,$,61720,restaurant
19398,Colfax Bar and Grill,RestaurantsBarbecue RestaurantsBar & Grills,$,61720,restaurant
19399, Jim's Steak House,RestaurantsSteak HousesCaterers,$$$,61710,restaurant
19400, Red Sun,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,61710,restaurant
19401, Caffe Italia,RestaurantsCoffee & Espresso RestaurantsTake Out Restaurants,$$,61710,restaurant
19402, Olive Garden Italian Restaurant,RestaurantsItalian RestaurantsTake Out Restaurants,$,61710,restaurant
19403, IHOP,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$$,61710,restaurant
19404, Bona Fide Thai Cuisine,RestaurantsThai RestaurantsCaterers,,61710,restaurant
19405, Red Lobster,RestaurantsSeafood RestaurantsAmerican Restaurants,$$,61710,restaurant
19406, Monical's Pizza,RestaurantsPizzaAmerican Restaurants,$,61710,restaurant
19407, Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,61710,restaurant
19408, China Star,RestaurantsChinese RestaurantsAsian Restaurants,$,61710,restaurant
19409, Fiesta Ranchera Mexican Restaurant,RestaurantsTake Out RestaurantsMexican Restaurants,,61710,restaurant
19410, Rosati's Pizza of Bloomington/Normal,RestaurantsPizzaTake Out Restaurants,,61710,restaurant
19411, Kobe Barbeque,RestaurantsBarbecue Restaurants,$,61710,restaurant
19412, Pizza Ranch,RestaurantsPizzaBuffet Restaurants,$$,61710,restaurant
19413, Egg Republic,"RestaurantsAmerican RestaurantsBreakfast, Brunch & Lunch Restaurants",,61710,restaurant
19414, Outback Steakhouse,RestaurantsSteak HousesAmerican Restaurants,,61710,restaurant
19415, Hacienda Leon,RestaurantsMexican RestaurantsBars,,61710,restaurant
19416, Texas Roadhouse,RestaurantsBarbecue RestaurantsAmerican Restaurants,,61710,restaurant
19417, Aroma Indian Restaurant,RestaurantsIndian RestaurantsBar & Grills,,61710,restaurant
19418, The Original Pinsaria,RestaurantsItalian RestaurantsPizza,,61710,restaurant
19419, Rob Dob's Restaurant & Bar,RestaurantsBarbecue RestaurantsBars,,61710,restaurant
19420,Noodles & Company,RestaurantsAsian Restaurants,$,61710,restaurant
19421,Applebee's,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61710,restaurant
19422,Grand Cafe,RestaurantsChinese RestaurantsAsian Restaurants,$$,61710,restaurant
19423,Kobe Japanese Steak House,RestaurantsJapanese RestaurantsSushi Bars,,61710,restaurant
19424,Ozark House Restaurant,RestaurantsAmerican RestaurantsSteak Houses,$$,61710,restaurant
19425,Chuck E. Cheese,RestaurantsPizzaParty Planning,$,61710,restaurant
19426,BLIMPIE,RestaurantsSandwich ShopsTake Out Restaurants,$,61710,restaurant
19427,Chick-fil-A,RestaurantsFast Food RestaurantsChicken Restaurants,$,61710,restaurant
19428,Salsarita's Fresh Cantina,RestaurantsMexican Restaurants,,61710,restaurant
19429, Outback Steakhouse,RestaurantsSteak HousesAmerican Restaurants,,61709,restaurant
19430, Egg Republic,"RestaurantsAmerican RestaurantsBreakfast, Brunch & Lunch Restaurants",,61709,restaurant
19431, Texas Roadhouse,RestaurantsBarbecue RestaurantsAmerican Restaurants,,61709,restaurant
19432, Hacienda Leon,RestaurantsMexican RestaurantsBars,,61709,restaurant
19433, The Original Pinsaria,RestaurantsItalian RestaurantsPizza,,61709,restaurant
19434, Rob Dob's Restaurant & Bar,RestaurantsBarbecue RestaurantsBars,,61709,restaurant
19435, Noodles & Company,RestaurantsAsian Restaurants,$,61709,restaurant
19436, Applebee's,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61709,restaurant
19437, Pt's BBQ,RestaurantsBarbecue RestaurantsSoul Food Restaurants,$$,61709,restaurant
19438, Kobe Japanese Steak House,RestaurantsJapanese RestaurantsSushi Bars,,61709,restaurant
19439, Chuck E. Cheese,RestaurantsPizzaParty Planning,$,61709,restaurant
19440, Anju Above,RestaurantsSushi BarsJapanese Restaurants,$$,61709,restaurant
19441, Legends Sports Bar & Grill,RestaurantsAmerican RestaurantsBarbecue Restaurants,$,61709,restaurant
19442, Lucky Garden,RestaurantsChinese RestaurantsTake Out Restaurants,$$,61709,restaurant
19443, The Spotted Dog,RestaurantsAmerican Restaurants,$,61709,restaurant
19444, The Tasty Crab,RestaurantsSeafood RestaurantsFish & Seafood Markets,,61709,restaurant
19445, Shannon's Five Star,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61709,restaurant
19446, Mickey's Kitchen,RestaurantsSeafood Restaurants,$$,61709,restaurant
19447, Red Sun,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,61709,restaurant
19448, Longhorn Smokehouse,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61709,restaurant
19449, Red Lobster,RestaurantsSeafood RestaurantsAmerican Restaurants,$$,61709,restaurant
19450,Monical's Pizza,RestaurantsPizzaAmerican Restaurants,$,61709,restaurant
19451,Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,61709,restaurant
19452,China Star,RestaurantsChinese RestaurantsAsian Restaurants,$,61709,restaurant
19453,Pizza Payaa,RestaurantsPizzaItalian Restaurants,$$,61709,restaurant
19454,Aroma Indian Restaurant,RestaurantsIndian RestaurantsBar & Grills,,61709,restaurant
19455,Barrel House,RestaurantsAmerican RestaurantsBars,$$,61709,restaurant
19456,Grand Cafe,RestaurantsChinese RestaurantsAsian Restaurants,$$,61709,restaurant
19457,Panera Bread,RestaurantsSandwich ShopsCoffee Shops,$,61709,restaurant
19458,Ozark House Restaurant,RestaurantsAmerican RestaurantsSteak Houses,$$,61709,restaurant
19459, Monical's Pizza,RestaurantsPizzaAmerican Restaurants,$,61705,restaurant
19460, Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,61705,restaurant
19461, Keller's Iron Skillet & Catering,RestaurantsCoffee ShopsFamily Style Restaurants,$,61705,restaurant
19462, China Star,RestaurantsChinese RestaurantsAsian Restaurants,$,61705,restaurant
19463, Reality Bites,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61705,restaurant
19464, Aroma Indian Restaurant,RestaurantsIndian RestaurantsBar & Grills,,61705,restaurant
19465, Epiphany Farms Restaurant,RestaurantsAmerican RestaurantsCaterers,$$$,61705,restaurant
19466, Grand Cafe,RestaurantsChinese RestaurantsAsian Restaurants,$$,61705,restaurant
19467, Pt's BBQ,RestaurantsBarbecue RestaurantsSoul Food Restaurants,$$,61705,restaurant
19468, Lucca Grill,RestaurantsAmerican RestaurantsPizza,$$,61705,restaurant
19469, Ozark House Restaurant,RestaurantsAmerican RestaurantsSteak Houses,$$,61705,restaurant
19470, Anju Above,RestaurantsSushi BarsJapanese Restaurants,$$,61705,restaurant
19471, Cadillac Jack's,RestaurantsAmerican RestaurantsBars,,61705,restaurant
19472, The Spotted Dog,RestaurantsAmerican Restaurants,$,61705,restaurant
19473, Shannon's Five Star,RestaurantsAmerican RestaurantsTake Out Restaurants,$,61705,restaurant
19474, Mickey's Kitchen,RestaurantsSeafood Restaurants,$$,61705,restaurant
19475, Biscuit BBQ King,RestaurantsBarbecue Restaurants,,61705,restaurant
19476, Longhorn Smokehouse,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61705,restaurant
19477, Barrel House,RestaurantsAmerican RestaurantsBars,$$,61705,restaurant
19478, Pizza Payaa,RestaurantsPizzaItalian Restaurants,$$,61705,restaurant
19479, Panera Bread,RestaurantsSandwich ShopsCoffee Shops,$,61705,restaurant
19480,Illini Elite Volleyball Club,RestaurantsSports Clubs & Organizations,,61705,restaurant
19481,Eric's Bar & Grill,RestaurantsBar & Grills,,61705,restaurant
19482,Bob Evans,RestaurantsFamily Style RestaurantsAmerican Restaurants,$,61705,restaurant
19483,Steak 'n Shake,RestaurantsAmerican RestaurantsFast Food Restaurants,$,61705,restaurant
19484,Times Past Inn,Restaurants,,61705,restaurant
19485,Country Kitchen,RestaurantsHome Cooking RestaurantsAmerican Restaurants,,61705,restaurant
19486,Eric’s Too Family Restaurant and Lounge,RestaurantsAmerican RestaurantsMexican Restaurants,,61705,restaurant
19487,Cousins Restaurant,RestaurantsFamily Style Restaurants,$$,61705,restaurant
19488,Fiesta Ranchera Mexican Restaurant,RestaurantsTake Out RestaurantsMexican Restaurants,$$,61705,restaurant
19489, Biaggi's Ristorante Italiano,RestaurantsTake Out RestaurantsItalian Restaurants,$$,61704,restaurant
19490, Caffe Italia,RestaurantsCoffee & Espresso RestaurantsTake Out Restaurants,$$,61704,restaurant
19491, Olive Garden Italian Restaurant,RestaurantsItalian RestaurantsTake Out Restaurants,$,61704,restaurant
19492, IHOP,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$$,61704,restaurant
19493, Red Lobster,RestaurantsSeafood RestaurantsAmerican Restaurants,$$,61704,restaurant
19494, Monical's Pizza,RestaurantsPizzaAmerican Restaurants,$,61704,restaurant
19495, Denny's,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$,61704,restaurant
19496, Rosati's Pizza of Bloomington/Normal,RestaurantsPizzaTake Out Restaurants,,61704,restaurant
19497, Cj's Restaurant & Catering,RestaurantsPizzaTake Out Restaurants,,61704,restaurant
19498, Chili's Grill & Bar,RestaurantsAmerican RestaurantsBars,,61704,restaurant
19499, Seoul Mama,RestaurantsKorean RestaurantsAsian Restaurants,,61704,restaurant
19500, Biaggi's - Bloomington,RestaurantsItalian RestaurantsTake Out Restaurants,,61704,restaurant
19501, Wahlburgers @ Hy-Vee,RestaurantsAmerican RestaurantsSports Bars,,61704,restaurant
19502, Egg Republic,"RestaurantsAmerican RestaurantsBreakfast, Brunch & Lunch Restaurants",,61704,restaurant
19503, Pizza Ranch,RestaurantsPizzaBuffet Restaurants,$$,61704,restaurant
19504, Hacienda Leon,RestaurantsMexican RestaurantsBars,,61704,restaurant
19505, Texas Roadhouse,RestaurantsBarbecue RestaurantsAmerican Restaurants,,61704,restaurant
19506, Pizza Payaa,RestaurantsPizzaItalian Restaurants,$$,61704,restaurant
19507, The Original Pinsaria,RestaurantsItalian RestaurantsPizza,,61704,restaurant
19508, Aroma Indian Restaurant,RestaurantsIndian RestaurantsBar & Grills,,61704,restaurant
19509, Fiesta Ranchera Mexican Restaurant,RestaurantsTake Out RestaurantsMexican Restaurants,$,61704,restaurant
19510,Ancho & Agave,RestaurantsMexican RestaurantsAmerican Restaurants,,61704,restaurant
19511,Rob Dob's Restaurant & Bar,RestaurantsBarbecue RestaurantsBars,,61704,restaurant
19512,Noodles & Company,RestaurantsAsian Restaurants,$,61704,restaurant
19513,Buffalo Wild Wings,RestaurantsChicken RestaurantsTake Out Restaurants,$$,61704,restaurant
19514,Avanti's Italian Restaurant,RestaurantsFood & Beverage ConsultantsFamily Style Restaurants,$,61704,restaurant
19515,Kobe Japanese Steak House,RestaurantsJapanese RestaurantsSushi Bars,,61704,restaurant
19516,Baxters American Grille,RestaurantsAmerican RestaurantsBars,$$,61704,restaurant
19517,Chuck E. Cheese,RestaurantsPizzaParty Planning,$,61704,restaurant
19518,Giordano's,RestaurantsPizzaItalian Restaurants,$,61704,restaurant
19519, Carmelas Restaurant,RestaurantsFamily Style Restaurants,$,61702,restaurant
19520, Bandana's Bar-B-Q,RestaurantsBarbecue RestaurantsTake Out Restaurants,$$,61702,restaurant
19521, Ephesus Restaurant,RestaurantsFamily Style RestaurantsTake Out Restaurants,$$,61702,restaurant
19522, Smashburger,RestaurantsHamburgers & Hot DogsAmerican Restaurants,,61702,restaurant
19523, Jim's Steak House,RestaurantsSteak HousesCaterers,$$$,61702,restaurant
19524, Red Sun,RestaurantsFamily Style RestaurantsTake Out Restaurants,$,61702,restaurant
19525, Biaggi's Ristorante Italiano,RestaurantsTake Out RestaurantsItalian Restaurants,$$,61702,restaurant
19526, Caffe Italia,RestaurantsCoffee & Espresso RestaurantsTake Out Restaurants,$$,61702,restaurant
19527, Olive Garden Italian Restaurant,RestaurantsItalian RestaurantsTake Out Restaurants,$,61702,restaurant
19528, IHOP,"RestaurantsBreakfast, Brunch & Lunch RestaurantsAmerican Restaurants",$$,61702,restaurant
19529, Bona Fide Thai Cuisine,RestaurantsThai RestaurantsCaterers,,61702,restaurant
19530, China Star,RestaurantsChinese RestaurantsAsian Restaurants,$,61702,restaurant
19531, Fiesta Ranchera Mexican Restaurant,RestaurantsTake Out RestaurantsMexican Restaurants,,61702,restaurant
19532, Rosati's Pizza of Bloomington/Normal,RestaurantsPizzaTake Out Restaurants,,61702,restaurant
19533, Kobe Barbeque,RestaurantsBarbecue Restaurants,$,61702,restaurant
19534, Hacienda Leon,RestaurantsMexican RestaurantsBars,,61702,restaurant
19535, Egg Republic,"RestaurantsAmerican RestaurantsBreakfast, Brunch & Lunch Restaurants",,61702,restaurant
19536, Wahlburgers @ Hy-Vee,RestaurantsAmerican RestaurantsSports Bars,,61702,restaurant
19537, The Original Pinsaria,RestaurantsItalian RestaurantsPizza,,61702,restaurant
19538, Texas Roadhouse,RestaurantsBarbecue RestaurantsAmerican Restaurants,,61702,restaurant
19539, Pizza Ranch,RestaurantsPizzaBuffet Restaurants,$$,61702,restaurant
19540,Outback Steakhouse,RestaurantsSteak HousesAmerican Restaurants,,61702,restaurant
19541,Rob Dob's Restaurant & Bar,RestaurantsBarbecue RestaurantsBars,,61702,restaurant
19542,Noodles & Company,RestaurantsAsian Restaurants,$,61702,restaurant
19543,Applebee's,RestaurantsAmerican RestaurantsTake Out Restaurants,$$,61702,restaurant
19544,Grand Cafe,RestaurantsChinese RestaurantsAsian Restaurants,$$,61702,restaurant
